time,node,idleness
41,4,15.0
41,5,616.0
41,6,616.0
41,7,15.0
41,8,120.0
42,0,30.0
42,1,30.0
42,2,631.0
42,3,30.0
42,4,30.0
42,5,631.0
42,6,631.0
42,7,30.0
42,8,135.0
43,0,45.0
43,1,45.0
43,2,646.0
43,3,45.0
43,4,45.0
43,5,646.0
43,6,646.0
43,7,45.0
43,8,150.0
44,0,60.0
44,1,60.0
44,2,661.0
44,3,60.0
44,4,60.0
44,5,661.0
44,6,661.0
44,7,60.0
44,8,165.0
45,0,75.0
45,1,75.0
45,2,676.0
45,3,75.0
45,4,75.0
45,5,676.0
45,6,676.0
45,7,75.0
45,8,180.0
46,0,90.0
46,1,90.0
46,2,691.0
46,3,90.0
46,4,90.0
46,5,691.0
46,6,691.0
46,7,90.0
46,8,195.0
47,0,105.0
47,1,105.0
47,2,706.0
47,3,105.0
47,4,105.0
47,5,706.0
47,6,706.0
47,7,105.0
47,8,210.0
48,0,120.0
48,1,120.0
48,2,721.0
48,3,120.0
48,4,120.0
48,5,721.0
48,6,721.0
48,7,120.0
48,8,225.0
49,0,135.0
49,1,135.0
49,2,736.0
49,3,135.0
49,4,135.0
49,5,736.0
49,6,736.0
49,7,135.0
49,8,240.0
50,0,150.0
50,1,150.0
50,2,751.0
50,3,150.0
50,4,150.0
50,5,751.0
50,6,751.0
50,7,150.0
50,8,255.0
51,0,165.0
51,1,165.0
51,2,766.0
51,3,165.0
51,4,165.0
51,5,766.0
51,6,766.0
51,7,165.0
51,8,270.0
52,0,180.0
52,1,180.0
52,2,781.0
52,3,180.0
52,4,180.0
52,5,781.0
52,6,781.0
52,7,180.0
52,8,15.0
53,0,195.0
53,1,195.0
53,2,796.0
53,3,195.0
53,4,195.0
53,5,796.0
53,6,796.0
53,7,15.0
53,8,15.0
54,0,210.0
54,1,210.0
54,2,811.0
54,3,210.0
54,4,210.0
54,5,811.0
54,6,811.0
54,7,30.0
54,8,30.0
55,0,225.0
55,1,225.0
55,2,826.0
55,3,225.0
55,4,225.0
55,5,826.0
55,6,826.0
55,7,45.0
55,8,45.0
56,0,240.0
56,1,240.0
56,2,841.0
56,3,240.0
56,4,240.0
56,5,841.0
56,6,841.0
56,7,60.0
56,8,60.0
57,0,255.0
57,1,255.0
57,2,856.0
57,3,255.0
57,4,255.0
57,5,856.0
57,6,856.0
57,7,75.0
57,8,75.0
58,0,270.0
58,1,270.0
58,2,871.0
58,3,270.0
58,4,270.0
58,5,871.0
58,6,871.0
58,7,90.0
58,8,90.0
59,0,285.0
59,1,285.0
59,2,886.0
59,3,285.0
59,4,285.0
59,5,886.0
59,6,886.0
59,7,105.0
59,8,105.0
60,0,300.0
60,1,300.0
60,2,901.0
60,3,300.0
60,4,300.0
60,5,901.0
60,6,901.0
60,7,120.0
60,8,120.0
61,0,315.0
61,1,315.0
61,2,916.0
61,3,315.0
61,4,315.0
61,5,916.0
61,6,916.0
61,7,135.0
61,8,135.0
62,0,330.0
62,1,330.0
62,2,931.0
62,3,330.0
62,4,330.0
62,5,931.0
62,6,931.0
62,7,150.0
62,8,150.0
63,0,345.0
63,1,345.0
63,2,946.0
63,3,345.0
63,4,345.0
63,5,946.0
63,6,946.0
63,7,165.0
63,8,165.0
64,0,360.0
64,1,360.0
64,2,961.0
64,3,360.0
64,4,360.0
64,5,961.0
64,6,961.0
64,7,180.0
64,8,180.0
65,0,375.0
65,1,375.0
65,2,976.0
65,3,375.0
65,4,15.0
65,5,976.0
65,6,976.0
65,7,195.0
65,8,195.0
66,0,390.0
66,1,390.0
66,2,991.0
66,3,390.0
66,4,30.0
66,5,991.0
66,6,991.0
66,7,210.0
66,8,210.0
67,0,405.0
67,1,405.0
67,2,1006.0
67,3,405.0
67,4,45.0
67,5,1006.0
67,6,1006.0
67,7,225.0
67,8,225.0
68,0,420.0
68,1,420.0
68,2,1021.0
68,3,420.0
68,4,60.0
68,5,1021.0
68,6,1021.0
68,7,240.0
68,8,240.0
69,0,435.0
69,1,435.0
69,2,1036.0
69,3,435.0
69,4,75.0
69,5,1036.0
69,6,1036.0
69,7,255.0
69,8,255.0
70,0,450.0
70,1,450.0
70,2,1051.0
70,3,450.0
70,4,90.0
70,5,1051.0
70,6,1051.0
70,7,15.0
70,8,270.0
71,0,465.0
71,1,465.0
71,2,1066.0
71,3,465.0
71,4,105.0
71,5,1066.0
71,6,1066.0
71,7,15.0
71,8,15.0
72,0,480.0
72,1,480.0
72,2,1081.0
72,3,480.0
72,4,120.0
72,5,1081.0
72,6,1081.0
72,7,30.0
72,8,30.0
73,0,495.0
73,1,495.0
73,2,1096.0
73,3,495.0
73,4,135.0
73,5,1096.0
73,6,1096.0
73,7,45.0
73,8,45.0
74,0,510.0
74,1,510.0
74,2,1111.0
74,3,510.0
74,4,150.0
74,5,1111.0
74,6,1111.0
74,7,60.0
74,8,60.0
75,0,525.0
75,1,525.0
75,2,1126.0
75,3,525.0
75,4,165.0
75,5,1126.0
75,6,1126.0
75,7,75.0
75,8,75.0
76,0,540.0
76,1,540.0
76,2,1141.0
76,3,540.0
76,4,180.0
76,5,1141.0
76,6,1141.0
76,7,90.0
76,8,90.0
77,0,555.0
77,1,555.0
77,2,1156.0
77,3,555.0
77,4,195.0
77,5,1156.0
77,6,1156.0
77,7,105.0
77,8,105.0
78,0,570.0
78,1,570.0
78,2,1171.0
78,3,570.0
78,4,210.0
78,5,1171.0
78,6,1171.0
78,7,120.0
78,8,120.0
79,0,585.0
79,1,585.0
79,2,1186.0
79,3,585.0
79,4,225.0
79,5,1186.0
79,6,1186.0
79,7,135.0
79,8,135.0
80,0,600.0
80,1,600.0
80,2,1201.0
80,3,600.0
80,4,240.0
80,5,1201.0
80,6,1201.0
80,7,150.0
80,8,150.0
81,0,615.0
81,1,615.0
81,2,1216.0
81,3,615.0
81,4,255.0
81,5,1216.0
81,6,1216.0
81,7,165.0
81,8,165.0
82,0,630.0
82,1,630.0
82,2,1231.0
82,3,630.0
82,4,270.0
82,5,1231.0
82,6,1231.0
82,7,180.0
82,8,180.0
83,0,645.0
83,1,645.0
83,2,1246.0
83,3,645.0
83,4,285.0
83,5,1246.0
83,6,1246.0
83,7,195.0
83,8,195.0
84,0,660.0
84,1,660.0
84,2,1261.0
84,3,660.0
84,4,300.0
84,5,1261.0
84,6,1261.0
84,7,210.0
84,8,210.0
85,0,675.0
85,1,675.0
85,2,1276.0
85,3,675.0
85,4,315.0
85,5,1276.0
85,6,1276.0
85,7,225.0
85,8,225.0
86,0,690.0
86,1,690.0
86,2,1291.0
86,3,690.0
86,4,330.0
86,5,1291.0
86,6,1291.0
86,7,240.0
86,8,240.0
87,0,705.0
87,1,705.0
87,2,1306.0
87,3,705.0
87,4,345.0
87,5,1306.0
87,6,1306.0
87,7,255.0
87,8,255.0
88,0,720.0
88,1,720.0
88,2,1321.0
88,3,720.0
88,4,360.0
88,5,1321.0
88,6,1321.0
88,7,270.0
88,8,270.0
89,0,735.0
89,1,735.0
89,2,1336.0
89,3,735.0
89,4,375.0
89,5,1336.0
89,6,1336.0
89,7,285.0
89,8,285.0
90,0,750.0
90,1,750.0
90,2,1351.0
90,3,750.0
90,4,390.0
90,5,1351.0
90,6,1351.0
90,7,300.0
90,8,15.0
91,0,765.0
91,1,765.0
91,2,1366.0
91,3,15.0
91,4,405.0
91,5,1366.0
91,6,1366.0
91,7,15.0
91,8,15.0
92,0,780.0
92,1,780.0
92,2,1381.0
92,3,30.0
92,4,420.0
92,5,1381.0
92,6,1381.0
92,7,30.0
92,8,30.0
93,0,795.0
93,1,795.0
93,2,1396.0
93,3,45.0
93,4,435.0
93,5,1396.0
93,6,1396.0
93,7,45.0
93,8,45.0
94,0,810.0
94,1,810.0
94,2,1411.0
94,3,60.0
94,4,450.0
94,5,1411.0
94,6,1411.0
94,7,60.0
94,8,60.0
95,0,825.0
95,1,825.0
95,2,1426.0
95,3,75.0
95,4,465.0
95,5,1426.0
95,6,1426.0
95,7,75.0
95,8,75.0
96,0,840.0
96,1,840.0
96,2,1441.0
96,3,90.0
96,4,480.0
96,5,1441.0
96,6,1441.0
96,7,90.0
96,8,90.0
97,0,15.0
97,1,855.0
97,2,1456.0
97,3,105.0
97,4,495.0
97,5,1456.0
97,6,1456.0
97,7,105.0
97,8,105.0
98,0,15.0
98,1,870.0
98,2,15.0
98,3,120.0
98,4,510.0
98,5,1471.0
98,6,1471.0
98,7,120.0
98,8,120.0
99,0,30.0
99,1,885.0
99,2,30.0
99,3,135.0
99,4,525.0
99,5,1486.0
99,6,1486.0
99,7,135.0
99,8,135.0
100,0,45.0
100,1,900.0
100,2,45.0
100,3,150.0
100,4,540.0
100,5,1501.0
100,6,1501.0
100,7,150.0
100,8,150.0
101,0,60.0
101,1,915.0
101,2,60.0
101,3,165.0
101,4,555.0
101,5,1516.0
101,6,1516.0
101,7,165.0
101,8,165.0
102,0,75.0
102,1,930.0
102,2,75.0
102,3,180.0
102,4,570.0
102,5,1531.0
102,6,1531.0
102,7,180.0
102,8,180.0
103,0,90.0
103,1,945.0
103,2,90.0
103,3,195.0
103,4,585.0
103,5,1546.0
103,6,1546.0
103,7,195.0
103,8,195.0
104,0,105.0
104,1,960.0
104,2,15.0
104,3,210.0
104,4,600.0
104,5,1561.0
104,6,1561.0
104,7,210.0
104,8,210.0
105,0,120.0
105,1,975.0
105,2,30.0
105,3,225.0
105,4,615.0
105,5,1576.0
105,6,1576.0
105,7,225.0
105,8,225.0
106,0,135.0
106,1,990.0
106,2,45.0
106,3,240.0
106,4,630.0
106,5,1591.0
106,6,1591.0
106,7,240.0
106,8,240.0
107,0,150.0
107,1,1005.0
107,2,60.0
107,3,255.0
107,4,645.0
107,5,1606.0
107,6,1606.0
107,7,255.0
107,8,255.0
108,0,165.0
108,1,1020.0
108,2,75.0
108,3,270.0
108,4,660.0
108,5,1621.0
108,6,1621.0
108,7,15.0
108,8,270.0
109,0,180.0
109,1,1035.0
109,2,90.0
109,3,285.0
109,4,675.0
109,5,1636.0
109,6,1636.0
109,7,15.0
109,8,15.0
110,0,195.0
110,1,1050.0
110,2,105.0
110,3,300.0
110,4,690.0
110,5,1651.0
110,6,1651.0
110,7,30.0
110,8,30.0
111,0,210.0
111,1,1065.0
111,2,120.0
111,3,315.0
111,4,705.0
111,5,1666.0
111,6,1666.0
111,7,45.0
111,8,45.0
112,0,225.0
112,1,1080.0
112,2,135.0
112,3,330.0
112,4,720.0
112,5,1681.0
112,6,1681.0
112,7,60.0
112,8,60.0
113,0,240.0
113,1,1095.0
113,2,150.0
113,3,345.0
113,4,735.0
113,5,1696.0
113,6,1696.0
113,7,75.0
113,8,75.0
114,0,255.0
114,1,1110.0
114,2,165.0
114,3,360.0
114,4,750.0
114,5,1711.0
114,6,1711.0
114,7,90.0
114,8,90.0
115,0,270.0
115,1,1125.0
115,2,180.0
115,3,375.0
115,4,765.0
115,5,1726.0
115,6,1726.0
115,7,105.0
115,8,105.0
116,0,285.0
116,1,1140.0
116,2,195.0
116,3,390.0
116,4,780.0
116,5,1741.0
116,6,1741.0
116,7,120.0
116,8,120.0
117,0,300.0
117,1,1155.0
117,2,210.0
117,3,405.0
117,4,795.0
117,5,1756.0
117,6,1756.0
117,7,135.0
117,8,135.0
118,0,315.0
118,1,1170.0
118,2,225.0
118,3,420.0
118,4,810.0
118,5,1771.0
118,6,1771.0
118,7,150.0
118,8,150.0
119,0,330.0
119,1,1185.0
119,2,240.0
119,3,435.0
119,4,825.0
119,5,1786.0
119,6,1786.0
119,7,165.0
119,8,165.0
120,0,345.0
120,1,1200.0
120,2,255.0
120,3,450.0
120,4,840.0
120,5,1801.0
120,6,1801.0
120,7,180.0
120,8,180.0
121,0,360.0
121,1,1215.0
121,2,270.0
121,3,465.0
121,4,855.0
121,5,1816.0
121,6,1816.0
121,7,195.0
121,8,195.0
122,0,375.0
122,1,1230.0
122,2,285.0
122,3,480.0
122,4,870.0
122,5,1831.0
122,6,1831.0
122,7,210.0
122,8,210.0
123,0,15.0
123,1,1245.0
123,2,300.0
123,3,495.0
123,4,885.0
123,5,1846.0
123,6,1846.0
123,7,225.0
123,8,225.0
124,0,15.0
124,1,1260.0
124,2,15.0
124,3,510.0
124,4,900.0
124,5,1861.0
124,6,1861.0
124,7,15.0
124,8,240.0
125,0,30.0
125,1,1275.0
125,2,30.0
125,3,525.0
125,4,915.0
125,5,1876.0
125,6,1876.0
125,7,30.0
125,8,255.0
126,0,45.0
126,1,1290.0
126,2,45.0
126,3,540.0
126,4,930.0
126,5,1891.0
126,6,1891.0
126,7,45.0
126,8,270.0
127,0,60.0
127,1,1305.0
127,2,60.0
127,3,555.0
127,4,945.0
127,5,1906.0
127,6,1906.0
127,7,60.0
127,8,15.0
128,0,75.0
128,1,1320.0
128,2,75.0
128,3,570.0
128,4,960.0
128,5,15.0
128,6,15.0
128,7,75.0
128,8,15.0
129,0,90.0
129,1,1335.0
129,2,90.0
129,3,585.0
129,4,975.0
129,5,30.0
129,6,30.0
129,7,90.0
129,8,30.0
130,0,105.0
130,1,1350.0
130,2,105.0
130,3,600.0
130,4,990.0
130,5,45.0
130,6,45.0
130,7,105.0
130,8,45.0
131,0,120.0
131,1,1365.0
131,2,120.0
131,3,615.0
131,4,1005.0
131,5,60.0
131,6,60.0
131,7,120.0
131,8,60.0
132,0,135.0
132,1,1380.0
132,2,135.0
132,3,630.0
132,4,1020.0
132,5,75.0
132,6,75.0
132,7,135.0
132,8,75.0
133,0,150.0
133,1,1395.0
133,2,150.0
133,3,645.0
133,4,1035.0
133,5,90.0
133,6,90.0
133,7,150.0
133,8,90.0
134,0,165.0
134,1,1410.0
134,2,165.0
134,3,660.0
134,4,1050.0
134,5,105.0
134,6,105.0
134,7,165.0
134,8,105.0
135,0,180.0
135,1,1425.0
135,2,15.0
135,3,675.0
135,4,1065.0
135,5,120.0
135,6,120.0
135,7,180.0
135,8,120.0
136,0,195.0
136,1,1440.0
136,2,30.0
136,3,690.0
136,4,1080.0
136,5,135.0
136,6,135.0
136,7,195.0
136,8,135.0
137,0,210.0
137,1,1455.0
137,2,45.0
137,3,705.0
137,4,1095.0
137,5,150.0
137,6,150.0
137,7,210.0
137,8,150.0
138,0,225.0
138,1,1470.0
138,2,60.0
138,3,720.0
138,4,1110.0
138,5,165.0
138,6,165.0
138,7,225.0
138,8,165.0
139,0,240.0
139,1,1485.0
139,2,75.0
139,3,735.0
139,4,1125.0
139,5,180.0
139,6,180.0
139,7,240.0
139,8,180.0
140,0,255.0
140,1,1500.0
140,2,90.0
140,3,750.0
140,4,1140.0
140,5,195.0
140,6,195.0
140,7,255.0
140,8,195.0
141,0,270.0
141,1,1515.0
141,2,105.0
141,3,765.0
141,4,1155.0
141,5,210.0
141,6,210.0
141,7,270.0
141,8,210.0
142,0,285.0
142,1,1530.0
142,2,120.0
142,3,780.0
142,4,1170.0
142,5,225.0
142,6,225.0
142,7,285.0
142,8,225.0
143,0,300.0
143,1,1545.0
143,2,135.0
143,3,795.0
143,4,1185.0
143,5,240.0
143,6,240.0
143,7,300.0
143,8,240.0
144,0,315.0
144,1,1560.0
144,2,150.0
144,3,810.0
144,4,1200.0
144,5,255.0
144,6,255.0
144,7,315.0
144,8,255.0
145,0,330.0
145,1,1575.0
145,2,165.0
145,3,825.0
145,4,1215.0
145,5,270.0
145,6,270.0
145,7,330.0
145,8,270.0
146,0,345.0
146,1,1590.0
146,2,180.0
146,3,840.0
146,4,1230.0
146,5,15.0
146,6,285.0
146,7,345.0
146,8,285.0
147,0,360.0
147,1,1605.0
147,2,195.0
147,3,855.0
147,4,1245.0
147,5,30.0
147,6,300.0
147,7,360.0
147,8,300.0
148,0,375.0
148,1,1620.0
148,2,210.0
148,3,870.0
148,4,1260.0
148,5,45.0
148,6,315.0
148,7,15.0
148,8,315.0
149,0,390.0
149,1,1635.0
149,2,225.0
149,3,885.0
149,4,1275.0
149,5,60.0
149,6,330.0
149,7,15.0
149,8,15.0
150,0,405.0
150,1,1650.0
150,2,240.0
150,3,900.0
150,4,1290.0
150,5,75.0
150,6,345.0
150,7,30.0
150,8,30.0
151,0,420.0
151,1,1665.0
151,2,255.0
151,3,915.0
151,4,1305.0
151,5,90.0
151,6,360.0
151,7,45.0
151,8,45.0
152,0,435.0
152,1,1680.0
152,2,270.0
152,3,930.0
152,4,1320.0
152,5,105.0
152,6,375.0
152,7,60.0
152,8,60.0
153,0,450.0
153,1,1695.0
153,2,285.0
153,3,945.0
153,4,1335.0
153,5,120.0
153,6,390.0
153,7,75.0
153,8,75.0
154,0,465.0
154,1,1710.0
154,2,300.0
154,3,960.0
154,4,1350.0
154,5,135.0
154,6,405.0
154,7,90.0
154,8,90.0
155,0,480.0
155,1,1725.0
155,2,315.0
155,3,975.0
155,4,1365.0
155,5,150.0
155,6,420.0
155,7,105.0
155,8,105.0
156,0,495.0
156,1,1740.0
156,2,330.0
156,3,990.0
156,4,1380.0
156,5,165.0
156,6,435.0
156,7,120.0
156,8,120.0
157,0,510.0
157,1,1755.0
157,2,345.0
157,3,1005.0
157,4,1395.0
157,5,180.0
157,6,450.0
157,7,135.0
157,8,135.0
158,0,525.0
158,1,1770.0
158,2,360.0
158,3,1020.0
158,4,1410.0
158,5,195.0
158,6,465.0
158,7,150.0
158,8,150.0
159,0,540.0
159,1,1785.0
159,2,375.0
159,3,1035.0
159,4,1425.0
159,5,210.0
159,6,480.0
159,7,165.0
159,8,165.0
160,0,555.0
160,1,1800.0
160,2,390.0
160,3,1050.0
160,4,1440.0
160,5,225.0
160,6,495.0
160,7,180.0
160,8,180.0
161,0,570.0
161,1,1815.0
161,2,405.0
161,3,1065.0
161,4,1455.0
161,5,240.0
161,6,510.0
161,7,195.0
161,8,195.0
162,0,585.0
162,1,1830.0
162,2,420.0
162,3,1080.0
162,4,1470.0
162,5,255.0
162,6,525.0
162,7,210.0
162,8,15.0
163,0,600.0
163,1,1845.0
163,2,435.0
163,3,1095.0
163,4,1485.0
163,5,270.0
163,6,540.0
163,7,225.0
163,8,30.0
164,0,615.0
164,1,1860.0
164,2,450.0
164,3,1110.0
164,4,1500.0
164,5,285.0
164,6,15.0
164,7,240.0
164,8,45.0
165,0,630.0
165,1,1875.0
165,2,465.0
165,3,1125.0
165,4,1515.0
165,5,300.0
165,6,30.0
165,7,255.0
165,8,60.0
166,0,645.0
166,1,1890.0
166,2,480.0
166,3,1140.0
166,4,1530.0
166,5,315.0
166,6,45.0
166,7,270.0
166,8,75.0
167,0,660.0
167,1,1905.0
167,2,495.0
167,3,1155.0
167,4,1545.0
167,5,330.0
167,6,60.0
167,7,285.0
167,8,90.0
168,0,675.0
168,1,1920.0
168,2,510.0
168,3,1170.0
168,4,1560.0
168,5,345.0
168,6,75.0
168,7,300.0
168,8,105.0
169,0,690.0
169,1,1935.0
169,2,525.0
169,3,1185.0
169,4,1575.0
169,5,360.0
169,6,90.0
169,7,315.0
169,8,120.0
170,0,705.0
170,1,1950.0
170,2,540.0
170,3,1200.0
170,4,1590.0
170,5,375.0
170,6,105.0
170,7,330.0
170,8,135.0
171,0,720.0
171,1,1965.0
171,2,555.0
171,3,1215.0
171,4,1605.0
171,5,390.0
171,6,120.0
171,7,345.0
171,8,150.0
172,0,735.0
172,1,1980.0
172,2,570.0
172,3,1230.0
172,4,1620.0
172,5,405.0
172,6,135.0
172,7,360.0
172,8,165.0
173,0,750.0
173,1,1995.0
173,2,585.0
173,3,1245.0
173,4,1635.0
173,5,420.0
173,6,150.0
173,7,375.0
173,8,180.0
174,0,765.0
174,1,2010.0
174,2,600.0
174,3,1260.0
174,4,1650.0
174,5,435.0
174,6,165.0
174,7,390.0
174,8,195.0
175,0,780.0
175,1,2025.0
175,2,615.0
175,3,1275.0
175,4,1665.0
175,5,450.0
175,6,180.0
175,7,15.0
175,8,210.0
176,0,795.0
176,1,2040.0
176,2,15.0
176,3,1290.0
176,4,1680.0
176,5,465.0
176,6,195.0
176,7,15.0
176,8,225.0
177,0,810.0
177,1,2055.0
177,2,30.0
177,3,1305.0
177,4,1695.0
177,5,480.0
177,6,210.0
177,7,30.0
177,8,240.0
178,0,825.0
178,1,2070.0
178,2,45.0
178,3,1320.0
178,4,1710.0
178,5,15.0
178,6,225.0
178,7,45.0
178,8,255.0
179,0,840.0
179,1,2085.0
179,2,60.0
179,3,1335.0
179,4,1725.0
179,5,30.0
179,6,240.0
179,7,60.0
179,8,270.0
180,0,855.0
180,1,2100.0
180,2,75.0
180,3,1350.0
180,4,1740.0
180,5,45.0
180,6,255.0
180,7,75.0
180,8,285.0
181,0,870.0
181,1,2115.0
181,2,90.0
181,3,1365.0
181,4,1755.0
181,5,60.0
181,6,270.0
181,7,90.0
181,8,300.0
182,0,885.0
182,1,2130.0
182,2,105.0
182,3,1380.0
182,4,1770.0
182,5,75.0
182,6,285.0
182,7,105.0
182,8,315.0
183,0,900.0
183,1,2145.0
183,2,120.0
183,3,1395.0
183,4,1785.0
183,5,90.0
183,6,300.0
183,7,120.0
183,8,330.0
184,0,915.0
184,1,2160.0
184,2,135.0
184,3,1410.0
184,4,1800.0
184,5,105.0
184,6,315.0
184,7,135.0
184,8,15.0
185,0,930.0
185,1,2175.0
185,2,150.0
185,3,15.0
185,4,1815.0
185,5,15.0
185,6,330.0
185,7,150.0
185,8,15.0
186,0,945.0
186,1,2190.0
186,2,165.0
186,3,30.0
186,4,1830.0
186,5,30.0
186,6,345.0
186,7,165.0
186,8,30.0
187,0,960.0
187,1,2205.0
187,2,180.0
187,3,45.0
187,4,1845.0
187,5,45.0
187,6,360.0
187,7,180.0
187,8,45.0
188,0,975.0
188,1,2220.0
188,2,195.0
188,3,60.0
188,4,1860.0
188,5,60.0
188,6,375.0
188,7,195.0
188,8,60.0
189,0,990.0
189,1,2235.0
189,2,210.0
189,3,75.0
189,4,1875.0
189,5,75.0
189,6,390.0
189,7,210.0
189,8,75.0
190,0,1005.0
190,1,2250.0
190,2,225.0
190,3,90.0
190,4,1890.0
190,5,90.0
